,UP,DOWN,FLAT
696,0.3787609,0.38859966,0.3861666
697,0.4061964,0.40534386,0.396313
698,0.35571066,0.37494344,0.368248
699,0.39625615,0.38290006,0.38283047
700,0.39299574,0.3886064,0.37796855
701,0.36570227,0.3890987,0.38645327
702,0.37664723,0.38829318,0.3790566
703,0.4138938,0.38882062,0.39691287
704,0.38771507,0.38308963,0.39226004
705,0.4181771,0.39334324,0.4011982
706,0.3831811,0.37495932,0.3801699
707,0.39193782,0.38798106,0.3970411
708,0.36902362,0.39184344,0.39027864
709,0.3946737,0.40825757,0.40038362
710,0.38396958,0.3961068,0.38729024
711,0.38252804,0.36219066,0.37716967
712,0.38041455,0.3796263,0.41507277
713,0.37813237,0.38752973,0.39464605
714,0.40426037,0.3873955,0.38384384
715,0.3780492,0.39961913,0.3758891
716,0.39410338,0.39032102,0.39854363
717,0.38815662,0.39275053,0.3847473
718,0.387215,0.3672236,0.3783328
719,0.38852763,0.39411998,0.41284308
720,0.39162347,0.38852218,0.37223443
721,0.3756186,0.37585717,0.3912177
722,0.39913714,0.41366687,0.3981247
723,0.37093234,0.369363,0.3892193
724,0.38183746,0.38930494,0.39326367
725,0.3836253,0.37825963,0.39437187
726,0.383258,0.3863336,0.39639902
727,0.39477813,0.38937065,0.39815038
728,0.4016918,0.3829745,0.3998987
729,0.37846386,0.39294174,0.39906302
730,0.38203144,0.40700376,0.37551588
731,0.38175985,0.38065878,0.3922133
732,0.3743631,0.4027965,0.38198254
733,0.3940746,0.38891503,0.39131254
734,0.37848985,0.3877487,0.39938346
735,0.38839293,0.3840686,0.39887038
736,0.4056843,0.39368036,0.4032735
737,0.39246225,0.39422736,0.40685803
738,0.38011363,0.38424125,0.39809233
739,0.38123235,0.377405,0.3676589
740,0.36826217,0.38057187,0.39182284
741,0.42311284,0.4093944,0.3876486
742,0.37921807,0.389894,0.3839646
743,0.38016298,0.38017812,0.3795444
744,0.39549604,0.3838406,0.38428202
745,0.39427543,0.404948,0.39044508
746,0.38368642,0.38317302,0.38876268
747,0.38497424,0.3909406,0.38648263
748,0.4007918,0.40523478,0.37971428
749,0.3845234,0.38139918,0.39784884
750,0.37803936,0.38601753,0.38441592
751,0.37630627,0.38996515,0.39055595
752,0.41271743,0.400651,0.39719552
753,0.36588454,0.36334252,0.37234765
754,0.40053108,0.38825086,0.4115329
755,0.37543517,0.3715221,0.3937558
756,0.4090365,0.39411274,0.37595275
757,0.3800015,0.3719387,0.38520753
758,0.40505826,0.40747002,0.3964927
759,0.39337283,0.38840002,0.39350942
760,0.38403916,0.37778357,0.37938792
761,0.39659813,0.4055531,0.38416582
762,0.38887358,0.398676,0.3973818
763,0.36735335,0.36130634,0.36944655
764,0.39135832,0.38486257,0.39522016
765,0.3852639,0.38463244,0.38965037
766,0.3790695,0.3811205,0.38938123
767,0.3790695,0.3811205,0.38938123
768,0.39093983,0.38337705,0.40688646
769,0.382143,0.3820179,0.3892796
770,0.38741904,0.39319792,0.38143778
771,0.37667188,0.38037264,0.36823282
772,0.380861,0.37659538,0.38080454
773,0.3952324,0.39666015,0.38881528
774,0.39550728,0.39219293,0.38133293
775,0.37140852,0.36483926,0.37780166
776,0.36952206,0.38242835,0.38862592
777,0.37972704,0.3780088,0.39460137
778,0.39077848,0.3902183,0.3983938
779,0.38146764,0.3816922,0.38782135
780,0.3953368,0.3873507,0.38922134
781,0.37587407,0.38228887,0.38065687
782,0.36801007,0.36522982,0.3720483
783,0.39109948,0.4036774,0.39308771
784,0.37917918,0.37040332,0.37029684
785,0.36898547,0.37843868,0.3830816
786,0.364736,0.37187126,0.39960325
787,0.4021443,0.3987924,0.37859502
788,0.37994593,0.3895231,0.38797903
789,0.38087338,0.38037294,0.38441664
790,0.3920871,0.37832606,0.38201445
791,0.38895673,0.3838053,0.39863065
792,0.3755512,0.38896942,0.38987073
793,0.36958113,0.37790868,0.39332154
794,0.41343072,0.392359,0.40283862
795,0.3862969,0.38934138,0.37518185
796,0.38895425,0.401292,0.39984643
797,0.36283344,0.36470836,0.38074902
798,0.3911601,0.3960699,0.37134752
799,0.38303176,0.38536116,0.3877414
800,0.40359834,0.38282257,0.36202058
801,0.39294696,0.39789477,0.39184725
802,0.41020936,0.39232874,0.38933808
803,0.3805603,0.37896594,0.3802726
804,0.38389355,0.3848859,0.37919652
805,0.376264,0.4013151,0.394907
806,0.39061034,0.39317387,0.38860384
807,0.397009,0.38601896,0.40344784
808,0.38716772,0.40286306,0.4004295
809,0.38016132,0.3820813,0.394011
810,0.39306816,0.39104417,0.38757682
811,0.39390898,0.39314154,0.40390858
812,0.38847673,0.38532966,0.40665916
813,0.4082416,0.39793915,0.3967597
814,0.39228928,0.3818924,0.39262116
815,0.38969207,0.3822883,0.38647395
816,0.38460648,0.38979793,0.38139784
817,0.39455923,0.39164674,0.38335702
818,0.37969425,0.3900031,0.37971172
819,0.3900768,0.3763192,0.37526247
820,0.36116216,0.38091698,0.38651484
821,0.3762044,0.3668574,0.36980292
822,0.40215853,0.40584114,0.4075964
823,0.39062494,0.38385946,0.38586
824,0.3937706,0.37684518,0.37657893
825,0.38140962,0.40182713,0.38420317
826,0.39728102,0.38895035,0.38327175
827,0.39788437,0.37325534,0.3745281
828,0.39587164,0.40456223,0.37980595
829,0.3948058,0.3968821,0.38446057
830,0.40050244,0.39194074,0.3938896
831,0.38607788,0.40199035,0.38221613
832,0.38328758,0.40973988,0.40152925
833,0.37869486,0.38685662,0.3924954
834,0.39320818,0.39210474,0.3813951
835,0.38467038,0.38991916,0.4320276
836,0.3979584,0.38693652,0.38889456
837,0.3852721,0.43250737,0.38832387
838,0.39225653,0.38302815,0.37972552
839,0.3824819,0.3970307,0.38483167
840,0.3944623,0.39479917,0.3835883
841,0.38483542,0.39949086,0.38818774
842,0.38074106,0.39000717,0.37729347
843,0.39926064,0.39031237,0.39765093
844,0.40060768,0.3822746,0.3782724
845,0.3905628,0.38627422,0.402788
846,0.39709675,0.4038323,0.40644747
847,0.40659353,0.39660835,0.39780232
848,0.3919373,0.39349827,0.40444416
849,0.38809195,0.36785498,0.38841844
850,0.38129166,0.37391853,0.38019437
851,0.37814292,0.376703,0.38820466
852,0.372467,0.3639904,0.36768937
853,0.3822036,0.36734128,0.37601557
854,0.37262678,0.3671913,0.37183893
855,0.4029061,0.38775492,0.3730739
856,0.391883,0.40274408,0.3813663
857,0.3747808,0.38707548,0.37760508
858,0.38402373,0.369517,0.36671346
859,0.38685495,0.39060083,0.404702
860,0.38989913,0.38612908,0.37854946
861,0.38852763,0.39411998,0.41284308
862,0.38203144,0.40700376,0.37551588
863,0.3824705,0.3726115,0.389873
864,0.38597378,0.384911,0.4136335
865,0.38357282,0.39254653,0.387339
866,0.3844801,0.3991946,0.40607423
867,0.3908204,0.38934714,0.4097297
868,0.38503343,0.38780427,0.38964048
869,0.3725287,0.38782853,0.37066367
870,0.3867618,0.3995877,0.40881485
871,0.38402373,0.369517,0.36671346
872,0.3860803,0.41973406,0.40114668
873,0.39727953,0.39081296,0.38097274
874,0.4006311,0.3922793,0.38701144
875,0.3768933,0.3977315,0.38943738
876,0.39974988,0.38894534,0.3861097
877,0.38930383,0.3834571,0.3651734
878,0.38938594,0.3744741,0.3856141
879,0.4194375,0.4066634,0.3955259
880,0.40466636,0.3956968,0.37584296
881,0.38267148,0.37473238,0.38358298
882,0.38789147,0.4029959,0.3779804
883,0.3953174,0.41085887,0.39614707
884,0.39170653,0.39098325,0.38401118
885,0.37848392,0.37603712,0.3886777
886,0.39918774,0.38551453,0.382076
887,0.39884657,0.40121424,0.39045382
888,0.39646474,0.39892462,0.39668027
889,0.38384727,0.37922534,0.37425777
890,0.38173148,0.42290127,0.38565448
891,0.36906832,0.36922696,0.38493675
892,0.39228353,0.38405558,0.41014254
893,0.3910422,0.3886323,0.40269843
894,0.38329387,0.40302494,0.37943047
895,0.3620432,0.36226785,0.3802209
896,0.3733035,0.39205268,0.40522823
897,0.39077073,0.38183308,0.38043573
898,0.38430655,0.38828078,0.4211818
899,0.38636523,0.3793986,0.40132314
900,0.40195024,0.40007728,0.39752328
901,0.39065382,0.4006693,0.3970322
902,0.39743918,0.38186726,0.3782458
903,0.38604227,0.39600262,0.38964197
904,0.4046545,0.3984238,0.40351447
905,0.40243584,0.38830677,0.3899704
906,0.40406963,0.3853708,0.38864714
907,0.36611408,0.38053593,0.37414947
908,0.40518302,0.40134493,0.39363918
909,0.39323983,0.38208908,0.38533747
910,0.378745,0.38666156,0.37901244
911,0.39137593,0.37974396,0.38857663
912,0.37766135,0.3833542,0.4018881
913,0.3851439,0.38842323,0.39369267
914,0.40044934,0.3753708,0.38810056
915,0.37765723,0.3646463,0.38166982
916,0.4063177,0.37556663,0.38883263
917,0.40432426,0.39595297,0.37214527
918,0.38893706,0.39497024,0.37602037
919,0.403155,0.38914034,0.3889723
920,0.38283753,0.38172552,0.38728556
921,0.38523728,0.38614094,0.39166936
922,0.38106337,0.38816416,0.38825005
923,0.3861953,0.38999432,0.3936042
924,0.39020783,0.3929886,0.3823093
925,0.3764911,0.3702228,0.3689092
926,0.3955515,0.38678685,0.38818905
927,0.37518957,0.3645137,0.3824774
928,0.39690438,0.38346225,0.38861457
929,0.42964378,0.39888293,0.3794552
930,0.38448104,0.37777564,0.396064
931,0.39565355,0.3957894,0.38711792
932,0.38378763,0.40324825,0.3967034
933,0.39007804,0.382049,0.37685916
934,0.39385882,0.3926379,0.38594174
935,0.3762044,0.3668574,0.36980292
936,0.38429156,0.38292813,0.38436884
937,0.3723611,0.38801974,0.3712436
938,0.37207976,0.39341146,0.39096534
939,0.38634956,0.3829674,0.3887359
940,0.38813543,0.3816076,0.3778218
941,0.39923516,0.4013511,0.38347813
942,0.41317272,0.39720312,0.39450634
943,0.3770523,0.37189728,0.36894783
944,0.39493662,0.39002207,0.38323233
945,0.3814971,0.38915128,0.38715294
946,0.3996321,0.389743,0.39496687
947,0.3811844,0.3855989,0.38986203
948,0.392129,0.400115,0.39274758
949,0.3860803,0.41973406,0.40114668
950,0.39247397,0.3970747,0.38301644
951,0.39033073,0.409122,0.3879002
952,0.38822812,0.3912162,0.38943204
953,0.37590194,0.3773827,0.38734335
954,0.38022628,0.38498393,0.3994382
955,0.38973314,0.402547,0.39704695
956,0.39010292,0.38147536,0.38191813
957,0.39605764,0.39144695,0.38407013
958,0.38586482,0.38191694,0.37925813
959,0.34902933,0.36761063,0.36446854
960,0.38973334,0.38905242,0.38123012
961,0.38205612,0.387227,0.38403386
962,0.38592175,0.3945981,0.39345104
963,0.39051867,0.38347298,0.37954104
964,0.37644142,0.38923946,0.3942335
965,0.4008863,0.3952914,0.39022133
966,0.38133577,0.39178655,0.39018974
967,0.3869326,0.3793153,0.40592518
968,0.3923556,0.39985818,0.40067372
969,0.41532052,0.40589923,0.40045995
970,0.38080665,0.38791716,0.4076756
971,0.38040248,0.38478675,0.400318
972,0.3950721,0.38158602,0.37619576
973,0.3624479,0.38189355,0.39567506
974,0.38391826,0.3919437,0.3903166
975,0.38165465,0.38342544,0.39750943
976,0.40759838,0.38801062,0.39332446
977,0.37842813,0.3917004,0.37772197
978,0.38378862,0.37247,0.37874052
979,0.39322862,0.4024168,0.39061615
980,0.40964767,0.3958785,0.41746095
981,0.38894093,0.38554418,0.3977242
982,0.38167405,0.38653365,0.38678384
983,0.37947053,0.38891524,0.40006477
984,0.38077715,0.39303857,0.37492296
985,0.35624534,0.3653472,0.37332362
986,0.38447872,0.38833958,0.39494297
987,0.38678086,0.3873351,0.4001536
988,0.39620066,0.38649812,0.38572687
989,0.38739884,0.38719004,0.38375965
990,0.38474655,0.38756675,0.39236715
991,0.37556997,0.38041523,0.37245914
992,0.403999,0.37970796,0.39443415
993,0.38852528,0.39761588,0.39855817
994,0.4053908,0.38556826,0.3803985
995,0.38403198,0.39173096,0.39099267
996,0.3722226,0.36794528,0.38392308
997,0.40505826,0.40747002,0.3964927
998,0.40946865,0.40150073,0.39304343
999,0.4103261,0.37902513,0.37867373
1000,0.38095033,0.38285813,0.38268155
1001,0.38309404,0.39543074,0.3886291
1002,0.39812422,0.39189658,0.39223525
1003,0.3971874,0.3987496,0.40235573
1004,0.3601088,0.3725192,0.38253912
1005,0.40195024,0.40007728,0.39752328
1006,0.38669994,0.38725272,0.38664663
1007,0.39203632,0.3745048,0.372483
1008,0.37590194,0.3773827,0.38734335
1009,0.39622647,0.38874248,0.38094932
1010,0.40404487,0.3908981,0.40729678
1011,0.39138272,0.3989886,0.38787174
1012,0.3935908,0.4002753,0.3773687
1013,0.38680014,0.38274217,0.39369842
1014,0.38041493,0.37580296,0.3903982
1015,0.3816203,0.3897596,0.39552838
1016,0.38315153,0.37787002,0.38366655
1017,0.4072543,0.39064455,0.39604172
1018,0.40218443,0.38176402,0.37524003
1019,0.38021842,0.38170522,0.3990881
1020,0.37992245,0.37718338,0.3924696
1021,0.40018064,0.3905042,0.38385645
1022,0.38528332,0.3816221,0.38685715
1023,0.35228786,0.36137348,0.37996137
1024,0.4141943,0.4032994,0.38947672
1025,0.40673405,0.41061485,0.40451422
1026,0.38780722,0.38915312,0.39612603
1027,0.39219853,0.39724612,0.3949706
1028,0.38968584,0.3917263,0.40261012
1029,0.37742028,0.37449926,0.38860804
1030,0.3834389,0.384169,0.38674828
1031,0.3812999,0.38408664,0.40271682
1032,0.41099918,0.39749855,0.3994749
1033,0.38123235,0.377405,0.3676589
1034,0.3979584,0.38693652,0.38889456
1035,0.39524716,0.40437394,0.40261823
1036,0.37190488,0.37730995,0.3848305
1037,0.38839293,0.3840686,0.39887038
1038,0.37473986,0.4017208,0.3841871
1039,0.3951492,0.39816776,0.38898477
1040,0.3900939,0.37493068,0.41272914
1041,0.40866667,0.39959833,0.3845283
1042,0.39485508,0.38694176,0.380507
1043,0.38421628,0.3795997,0.3733717
1044,0.3979584,0.38693652,0.38889456
1045,0.38334417,0.3934061,0.38673672
1046,0.38866827,0.38427445,0.38569498
1047,0.38106337,0.38816416,0.38825005
1048,0.38436678,0.3723361,0.377341
1049,0.40199128,0.405293,0.40007654
1050,0.39977318,0.39113235,0.37539768
1051,0.36976168,0.39462817,0.3765718
1052,0.385697,0.38010618,0.3833494
1053,0.37855488,0.38271135,0.39873967
1054,0.37477136,0.38734993,0.38409856
1055,0.394142,0.38639483,0.39686546
1056,0.37132797,0.4051505,0.38739738
1057,0.38177,0.38255945,0.39425907
1058,0.39300394,0.3795263,0.37889174
1059,0.39001292,0.40332115,0.3993591
1060,0.39795104,0.38554278,0.37246704
1061,0.40816444,0.38976115,0.37820062
1062,0.3792737,0.3794309,0.38889563
1063,0.38256672,0.39412493,0.391635
1064,0.38143906,0.37727386,0.39695418
1065,0.39228842,0.3956477,0.40384674
1066,0.38360384,0.39903918,0.3869972
1067,0.4005257,0.3817237,0.38247657
1068,0.3894888,0.38687563,0.3935981
1069,0.3947922,0.3917587,0.38081658
1070,0.38436678,0.3723361,0.377341
1071,0.40646386,0.38696495,0.39277667
1072,0.3741644,0.38361213,0.38676122
1073,0.378745,0.38666156,0.37901244
1074,0.37619743,0.413562,0.416904
1075,0.39372146,0.404123,0.38655943
1076,0.37813237,0.38752973,0.39464605
1077,0.4032058,0.392644,0.39280266
1078,0.3823739,0.38519362,0.3855138
1079,0.3842237,0.3771775,0.38039544
1080,0.37923348,0.38120508,0.390046
1081,0.3997219,0.40996343,0.38963285
1082,0.38729036,0.39373723,0.385204
1083,0.37388456,0.39808026,0.4007799
1084,0.3866267,0.38481587,0.3872429
1085,0.37318197,0.39226764,0.39021617
1086,0.3787032,0.38448015,0.39707437
1087,0.3778469,0.3845731,0.38102818
1088,0.38914666,0.38719633,0.40282682
1089,0.39847925,0.39995736,0.3844607
1090,0.37620354,0.38184348,0.38416028
1091,0.3913311,0.38350368,0.3859033
1092,0.38123295,0.38814586,0.38727146
1093,0.4005579,0.3926792,0.3850423
1094,0.3825258,0.39295316,0.39126405
1095,0.36877188,0.38175613,0.39097935
1096,0.40283373,0.39472622,0.39498404
1097,0.37391436,0.37748975,0.3935228
1098,0.37763217,0.40100285,0.39710593
1099,0.37896276,0.37931457,0.39256018
1100,0.3809866,0.3979912,0.37607107
1101,0.3662734,0.3842993,0.37876618
1102,0.35597053,0.36756745,0.36363012
1103,0.38123652,0.39869013,0.3826041
1104,0.394142,0.38639483,0.39686546
1105,0.38700986,0.39587992,0.39486355
1106,0.40630192,0.39252022,0.3860988
1107,0.40258726,0.39281112,0.38762343
1108,0.39749113,0.40185952,0.39794585
1109,0.36630782,0.35311708,0.37423077
1110,0.3920871,0.37832606,0.38201445
1111,0.38430968,0.39797476,0.39417472
1112,0.40243292,0.38077393,0.4041778
1113,0.37514946,0.3704884,0.39172918
1114,0.3799497,0.38562143,0.38310888
1115,0.38882127,0.3863734,0.3833299
1116,0.38493744,0.38659012,0.39897522
1117,0.3853526,0.38185695,0.3832177
1118,0.38734415,0.38753927,0.38220257
1119,0.3862101,0.36459094,0.37805107
1120,0.37560514,0.37334514,0.39187294
1121,0.39019236,0.37293276,0.38555527
1122,0.38434753,0.3904499,0.38674572
1123,0.38697785,0.3919117,0.39232197
1124,0.3817784,0.39635316,0.3976314
1125,0.38742292,0.3895116,0.38414833
1126,0.40966853,0.38315147,0.39154053
1127,0.37923712,0.3699717,0.3982389
1128,0.37890753,0.39651886,0.37686914
1129,0.3740528,0.37093148,0.3908677
1130,0.36752623,0.3813544,0.3818185
1131,0.3790695,0.3811205,0.38938123
1132,0.38906142,0.37314832,0.38640308
1133,0.38845536,0.38826385,0.39033633
1134,0.37772244,0.3884886,0.38641256
1135,0.3847923,0.40889302,0.38799584
1136,0.39036903,0.38546172,0.38491428
1137,0.40042582,0.4141226,0.38792393
1138,0.39208275,0.39632893,0.3865474
1139,0.37161168,0.38545185,0.38678694
1140,0.4207563,0.39339265,0.3969842
1141,0.3922562,0.3822937,0.38868162
1142,0.40740702,0.4088971,0.38825253
1143,0.37102577,0.37112987,0.39200088
1144,0.41258878,0.38651928,0.3954791
1145,0.39692554,0.37718537,0.38975865
1146,0.3911601,0.3960699,0.37134752
1147,0.41024306,0.39490795,0.39767757
1148,0.38291812,0.38052452,0.37350518
1149,0.3980232,0.39698187,0.40568322
1150,0.38253316,0.37958065,0.40614232
1151,0.40016356,0.39090025,0.3818654
1152,0.36273703,0.35743022,0.3599225
1153,0.37357786,0.37035617,0.37655652
1154,0.38001537,0.38332355,0.390851
1155,0.38692185,0.3832056,0.38364986
1156,0.39323983,0.38208908,0.38533747
1157,0.41136554,0.3991148,0.38908407
1158,0.38419464,0.40340826,0.3922689
1159,0.38472024,0.39198738,0.39463478
1160,0.38670805,0.3773612,0.3959881
1161,0.36989248,0.36707327,0.39077234
1162,0.38529167,0.38756156,0.39360762
1163,0.38011363,0.38424125,0.39809233
1164,0.38447872,0.38833958,0.39494297
1165,0.387773,0.39591727,0.39689016
1166,0.37763613,0.3772626,0.39027253
1167,0.38322613,0.37757826,0.37406173
1168,0.41317272,0.39720312,0.39450634
1169,0.36611408,0.38053593,0.37414947
1170,0.38834178,0.37142754,0.37644765
1171,0.36481088,0.37485844,0.39844963
1172,0.3968084,0.3808862,0.3858409
1173,0.36213395,0.36492807,0.38072532
1174,0.3777934,0.36388502,0.3808326
1175,0.38528332,0.3816221,0.38685715
1176,0.37863517,0.3933679,0.37742075
1177,0.39424884,0.40500745,0.36814767
1178,0.40126732,0.39525247,0.39627016
1179,0.38658735,0.39649057,0.39710718
1180,0.381434,0.37871805,0.38968435
1181,0.3844053,0.37743977,0.37552324
1182,0.3606131,0.365736,0.38352254
1183,0.4021443,0.3987924,0.37859502
1184,0.39965212,0.41186476,0.40565854
1185,0.38848367,0.39631823,0.3886016
1186,0.37826166,0.375793,0.39407414
1187,0.39348096,0.39392626,0.37298632
1188,0.37813717,0.3933395,0.3950779
1189,0.3830939,0.3735351,0.37544897
1190,0.39004096,0.3823139,0.3986173
1191,0.39602375,0.40642577,0.40369558
1192,0.4037574,0.38964698,0.3827457
1193,0.39803544,0.39226574,0.3913134
1194,0.38291454,0.38880584,0.3992726
1195,0.39197406,0.36795828,0.37510625
1196,0.40499315,0.39925677,0.38945374
1197,0.3955515,0.38678685,0.38818905
1198,0.3540567,0.3523103,0.34910896
1199,0.383176,0.38953736,0.3827184
1200,0.36058825,0.3670033,0.3707539
1201,0.37384635,0.37742263,0.39125776
1202,0.37509054,0.36378008,0.38676393
1203,0.39437667,0.3885338,0.37877968
1204,0.40289778,0.38239995,0.3906569
1205,0.38852668,0.3811542,0.40239656
1206,0.38320225,0.38398165,0.39108574
1207,0.37649167,0.38597548,0.37690684
1208,0.3869508,0.392113,0.38831583
1209,0.40466416,0.37964186,0.4011363
1210,0.38025725,0.38976,0.39017537
1211,0.37667188,0.38037264,0.36823282
1212,0.38218105,0.37215635,0.39674613
1213,0.37968516,0.37644207,0.38849115
1214,0.37920615,0.37446383,0.38367084
1215,0.37964204,0.37086156,0.38284045
1216,0.38368967,0.38913435,0.38512516
1217,0.3703575,0.3815402,0.39964336
1218,0.36457324,0.37423754,0.37565202
1219,0.39154208,0.40970585,0.38968682
1220,0.3914065,0.39370814,0.40047053
1221,0.40759838,0.38801062,0.39332446
1222,0.38186666,0.38794145,0.39236063
1223,0.39424667,0.39319584,0.39842573
1224,0.38860622,0.38860485,0.3731443
1225,0.3957965,0.3910596,0.40585092
1226,0.39913714,0.41366687,0.3981247
1227,0.41585967,0.39065814,0.3944115
1228,0.38563842,0.37255073,0.38066998
1229,0.4000048,0.40628278,0.38812816
1230,0.3822544,0.37720132,0.3935478
1231,0.40966865,0.3950648,0.39546904
1232,0.39293858,0.39436603,0.36906314
1233,0.3898783,0.38133645,0.38744152
1234,0.3718021,0.38426375,0.38769028
1235,0.38197455,0.3870421,0.4001334
1236,0.38853386,0.3903174,0.38849846
1237,0.38060135,0.38377586,0.37567967
1238,0.3835314,0.40032613,0.3901703
1239,0.38324285,0.38250744,0.37811568
1240,0.38177,0.38255945,0.39425907
1241,0.3859662,0.38489217,0.38985994
1242,0.38011363,0.38424125,0.39809233
1243,0.37667188,0.38037264,0.36823282
1244,0.38618723,0.4118297,0.37512696
1245,0.3879444,0.39358914,0.40838945
1246,0.39743593,0.4010195,0.4025111
1247,0.39293858,0.39436603,0.36906314
1248,0.39025477,0.37730974,0.40739578
1249,0.3790695,0.3811205,0.38938123
1250,0.38592175,0.3945981,0.39345104
1251,0.38530424,0.4110952,0.37429515
1252,0.39629614,0.40551007,0.40682948
1253,0.38887358,0.398676,0.3973818
1254,0.39787763,0.39307973,0.39397794
1255,0.3799322,0.38206613,0.38375762
1256,0.40195024,0.40007728,0.39752328
1257,0.3908204,0.38934714,0.4097297
1258,0.38348413,0.3908231,0.38511345
1259,0.38133577,0.39178655,0.39018974
1260,0.39569208,0.3813617,0.3928863
1261,0.40767533,0.38746935,0.4006223
1262,0.38303086,0.38643897,0.38677102
1263,0.3853976,0.3776847,0.38360804
1264,0.38578406,0.4002312,0.40738836
1265,0.4105858,0.3978996,0.4156727
1266,0.38785362,0.38288063,0.38731045
1267,0.41822106,0.38377762,0.38644996
1268,0.4064374,0.3852983,0.39569467
1269,0.40569395,0.38871127,0.38723373
1270,0.39779517,0.3864372,0.39264786
1271,0.37124637,0.36925414,0.3760163
1272,0.3950955,0.40429658,0.3936598
1273,0.38592175,0.3945981,0.39345104
1274,0.38592175,0.3945981,0.39345104
1275,0.37472722,0.37816668,0.36834756
1276,0.40258682,0.39905232,0.380314
1277,0.37838092,0.38685438,0.37994584
1278,0.3892518,0.3743358,0.40364087
1279,0.3712409,0.36788416,0.38256088
1280,0.39965904,0.3953475,0.39322978
1281,0.3852721,0.43250737,0.38832387
1282,0.4029061,0.38775492,0.3730739
1283,0.41707376,0.41512328,0.4022838
1284,0.39323983,0.38208908,0.38533747
1285,0.39035416,0.40417042,0.39315686
1286,0.39426625,0.37776053,0.37347522
1287,0.37843335,0.3909626,0.3846739
1288,0.38763592,0.38319516,0.38593122
1289,0.3916037,0.3909494,0.39281428
1290,0.3861372,0.3772385,0.3865262
1291,0.41098502,0.4097545,0.4058253
1292,0.38775587,0.38820443,0.4209195
1293,0.39633408,0.39387998,0.39565933
1294,0.3975888,0.40355015,0.39269987
1295,0.38662395,0.40068546,0.40555513
1296,0.38842773,0.3898871,0.37941554
1297,0.38382596,0.38358635,0.4015061
1298,0.388762,0.39214528,0.42638847
1299,0.40831295,0.39592355,0.37721968
1300,0.37953588,0.38828856,0.39467683
1301,0.41622022,0.40112668,0.4064264
1302,0.38624495,0.388363,0.39203975
1303,0.3907685,0.38854477,0.38261768
1304,0.3809135,0.37538025,0.37758246
1305,0.40590313,0.38984534,0.4086007
1306,0.38321996,0.37971663,0.3903308
1307,0.3909677,0.40537316,0.38749903
1308,0.39801377,0.3842736,0.3998685
1309,0.36789396,0.38109744,0.39638674
1310,0.39030448,0.38636363,0.37774992
1311,0.3893099,0.3991069,0.39047328
1312,0.40102795,0.40503305,0.39739352
1313,0.38502467,0.4143865,0.41189933
1314,0.39215934,0.39998823,0.38372332
1315,0.39359584,0.37521163,0.39492792
1316,0.39158928,0.38175282,0.38508728
1317,0.41385552,0.40473333,0.38431215
1318,0.38632777,0.38629848,0.3924205
1319,0.38437542,0.38389048,0.39379993
1320,0.37781107,0.38136986,0.38125083
1321,0.385697,0.38010618,0.3833494
1322,0.39519432,0.3793961,0.3610829
1323,0.38742638,0.38843852,0.38726345
1324,0.38732174,0.3866059,0.36695376
1325,0.4104742,0.39499322,0.39346755
1326,0.41410962,0.3865262,0.4002617
1327,0.37551293,0.37647313,0.38107055
1328,0.40759838,0.38801062,0.39332446
1329,0.3766491,0.38556507,0.37737566
1330,0.38775587,0.38820443,0.4209195
1331,0.43557617,0.40723738,0.4020242
1332,0.3856593,0.39039972,0.38061973
1333,0.3964209,0.38964307,0.39227012
1334,0.39235365,0.39310548,0.38946083
1335,0.38594905,0.38955298,0.3876076
1336,0.37741616,0.37685674,0.37919644
1337,0.3750978,0.38500088,0.38175717
1338,0.4000373,0.40343118,0.38501215
1339,0.3899972,0.39480832,0.37934634
1340,0.37851176,0.37662843,0.3869234
1341,0.37813237,0.38752973,0.39464605
1342,0.37807655,0.37640283,0.37744004
1343,0.38958913,0.38308483,0.3922817
1344,0.38400862,0.38149577,0.39291233
1345,0.39299574,0.3886064,0.37796855
1346,0.3836327,0.37962252,0.40173537
1347,0.40740702,0.4088971,0.38825253
1348,0.39109927,0.36796847,0.3870481
1349,0.39405516,0.39345717,0.40536034
1350,0.39819065,0.3783987,0.37972438
1351,0.38947767,0.38313547,0.38483602
1352,0.36457324,0.37423754,0.37565202
1353,0.39154208,0.40970585,0.38968682
1354,0.3859631,0.3909736,0.38579056
1355,0.382143,0.3820179,0.3892796
1356,0.39792392,0.38583604,0.4008184
1357,0.4002229,0.39873272,0.3850126
1358,0.37607178,0.36763883,0.3737329
1359,0.41582754,0.39856604,0.400848
1360,0.40180096,0.39094365,0.3799549
1361,0.39466494,0.37762296,0.3791838
1362,0.372467,0.3639904,0.36768937
1363,0.37912259,0.3834438,0.37844002
1364,0.37399387,0.38351375,0.37937272
1365,0.40016356,0.39090025,0.3818654
1366,0.39700076,0.41174287,0.37702572
1367,0.3807247,0.37852508,0.39157167
1368,0.3877974,0.38491023,0.37711406
1369,0.38040248,0.38478675,0.400318
1370,0.39948598,0.40226382,0.37964356
1371,0.38994867,0.3877582,0.38937357
1372,0.36998966,0.36464468,0.38778725
1373,0.41430092,0.3911191,0.40561047
1374,0.3877879,0.38886312,0.3970359
1375,0.388508,0.3938332,0.40007618
1376,0.37175003,0.37180075,0.38682726
1377,0.38073382,0.3780787,0.39271203
1378,0.40283373,0.39472622,0.39498404
1379,0.37531593,0.3795213,0.39208058
