,UP,DOWN,FLAT
1380,0.39159632,0.38688013,0.39523354
1381,0.39401424,0.4062997,0.40022364
1382,0.39121637,0.3900275,0.3964648
1383,0.38176087,0.40859935,0.39797953
1384,0.40289804,0.39983502,0.41323206
1385,0.3699506,0.41116068,0.3874407
1386,0.3771637,0.38076973,0.3834412
1387,0.39922777,0.39205,0.3953656
1388,0.40310466,0.3792736,0.37287384
1389,0.36579663,0.36665818,0.36977124
1390,0.3719212,0.35820878,0.37108794
1391,0.3696562,0.41239703,0.37977415
1392,0.36888903,0.3743882,0.38342315
1393,0.3865644,0.38301584,0.38553843
1394,0.38020462,0.38900983,0.39694917
1395,0.38578406,0.4002312,0.40738836
1396,0.37218642,0.36865968,0.37110522
1397,0.38592175,0.3945981,0.39345104
1398,0.3980321,0.39571926,0.39971235
1399,0.40827295,0.39158756,0.3951061
1400,0.37590194,0.3773827,0.38734335
1401,0.403046,0.3890331,0.37593192
1402,0.39217144,0.40074977,0.39842105
1403,0.3622862,0.36371,0.3738057
1404,0.3898238,0.39179188,0.4037997
1405,0.38794085,0.40063515,0.3862033
1406,0.39365464,0.3773758,0.3790235
1407,0.39293858,0.39436603,0.36906314
1408,0.39424065,0.3751914,0.37642795
1409,0.38773343,0.39514658,0.389336
1410,0.3991911,0.40916777,0.40643272
1411,0.39651743,0.38587248,0.3912071
1412,0.38575122,0.38185635,0.3912754
1413,0.3910362,0.42421234,0.39548182
1414,0.37621704,0.38257107,0.3894088
1415,0.38306782,0.38517728,0.38087085
1416,0.39654166,0.38120988,0.3738737
1417,0.3814971,0.38915128,0.38715294
1418,0.38376698,0.3805451,0.38446242
1419,0.4021443,0.3987924,0.37859502
1420,0.3808442,0.3895978,0.40458494
1421,0.39145538,0.38914353,0.39561033
1422,0.37553164,0.37518972,0.3923415
1423,0.3735579,0.38452643,0.38628492
1424,0.383596,0.38433677,0.38567185
1425,0.38535103,0.38541698,0.3832973
1426,0.38480592,0.3766428,0.3872091
1427,0.38681895,0.3822719,0.39573404
1428,0.37436673,0.38210562,0.38682836
1429,0.37991938,0.3767426,0.39462292
1430,0.38119996,0.3963138,0.39808446
1431,0.4130071,0.40969974,0.38924593
1432,0.3814971,0.38915128,0.38715294
1433,0.4124028,0.38499838,0.39356026
1434,0.37716946,0.39606768,0.37593365
1435,0.39225653,0.38302815,0.37972552
1436,0.37697312,0.3871894,0.3807237
1437,0.37668115,0.38230172,0.38223982
1438,0.3816909,0.4032621,0.3766791
1439,0.39056158,0.39028466,0.390574
1440,0.3757454,0.3793216,0.38920283
1441,0.39091465,0.4153012,0.39570156
1442,0.39992753,0.38767993,0.39102253
1443,0.39727953,0.39081296,0.38097274
1444,0.3830441,0.39686576,0.38656634
1445,0.3963881,0.40356278,0.39824644
1446,0.3874297,0.40237564,0.37454024
1447,0.39048585,0.37957206,0.37521908
1448,0.36624792,0.3817194,0.37207714
1449,0.38924828,0.3892342,0.3886301
1450,0.38378763,0.40324825,0.3967034
1451,0.3844415,0.38512367,0.3762163
1452,0.3908816,0.40139598,0.3958103
1453,0.39764762,0.38441285,0.3927503
1454,0.3985506,0.38847554,0.39302927
1455,0.38152623,0.3882353,0.37832588
1456,0.39107558,0.39160305,0.40597296
1457,0.38177,0.38255945,0.39425907
1458,0.38992363,0.39462876,0.39297143
1459,0.4061497,0.39611253,0.3901442
1460,0.42098475,0.40082356,0.41269514
1461,0.39119098,0.38368735,0.3772565
1462,0.38865247,0.4032065,0.40597457
1463,0.37594768,0.38425708,0.3794658
1464,0.38187292,0.37910303,0.37726668
1465,0.37424836,0.3888939,0.40676552
1466,0.38136765,0.38908854,0.3940272
1467,0.38094866,0.3744119,0.3884477
1468,0.3650028,0.3790742,0.38119867
1469,0.4020478,0.43523237,0.39818174
1470,0.38021842,0.38170522,0.3990881
1471,0.39955837,0.37869015,0.4027805
1472,0.38026735,0.37217215,0.38216874
1473,0.38511148,0.40120357,0.39392546
1474,0.40630192,0.39252022,0.3860988
1475,0.4000048,0.40628278,0.38812816
1476,0.39146826,0.39544913,0.39303005
1477,0.38439032,0.3935265,0.39412007
1478,0.37511778,0.37168926,0.3898787
1479,0.36869255,0.36788145,0.374818
1480,0.38649946,0.3913324,0.379206
1481,0.37214786,0.37600893,0.3917782
1482,0.39273992,0.40271565,0.40058687
1483,0.39066797,0.38588923,0.40026426
1484,0.37158853,0.35941818,0.37409472
1485,0.38187003,0.38219523,0.38377035
1486,0.40222794,0.40775788,0.40366167
1487,0.40242347,0.39650035,0.3807046
1488,0.39205837,0.381998,0.39779404
1489,0.40636805,0.40299308,0.40897983
1490,0.36116216,0.38091698,0.38651484
1491,0.38894314,0.38677642,0.38832468
1492,0.37929797,0.37513572,0.3851161
1493,0.37140852,0.36483926,0.37780166
1494,0.39515984,0.39116064,0.38573536
1495,0.396943,0.39808154,0.40416193
1496,0.3975033,0.38997942,0.38993514
1497,0.39238605,0.38950104,0.3992567
1498,0.38601983,0.38194883,0.38983715
1499,0.37888175,0.38281232,0.38507658
1500,0.3733434,0.3891859,0.3940362
1501,0.38927048,0.38729423,0.38390797
1502,0.3983101,0.37448326,0.37089586
1503,0.40367618,0.39576194,0.39690965
1504,0.39948103,0.3959849,0.40370554
1505,0.40212628,0.39072514,0.38688296
1506,0.37710994,0.37741467,0.39112788
1507,0.4004273,0.38575822,0.40112126
1508,0.39715457,0.38592315,0.382386
1509,0.39306304,0.3822076,0.38754064
1510,0.3979584,0.38693652,0.38889456
1511,0.40045887,0.39153513,0.40310383
1512,0.41015455,0.39398766,0.3881433
1513,0.3847662,0.3737087,0.38920337
1514,0.3966648,0.39972147,0.3811487
1515,0.39424884,0.40500745,0.36814767
1516,0.3804108,0.39132828,0.3953232
1517,0.3917905,0.37754422,0.39115697
1518,0.38408926,0.39047223,0.39508063
1519,0.38859034,0.38093928,0.39262185
1520,0.37617433,0.37909853,0.38313133
1521,0.4017322,0.41476595,0.41345963
1522,0.38977236,0.39627826,0.3765874
1523,0.38256982,0.3934055,0.38270354
1524,0.37364984,0.37701818,0.39102298
1525,0.3819845,0.3909663,0.37222686
1526,0.38752466,0.3911893,0.36934695
1527,0.40721637,0.3884097,0.4001649
1528,0.4041071,0.38959858,0.37795174
1529,0.39727953,0.39081296,0.38097274
1530,0.37591705,0.3737113,0.3966888
1531,0.41657424,0.39604557,0.4030602
1532,0.39105058,0.3923773,0.39370084
1533,0.38179886,0.41092968,0.40284774
1534,0.38610175,0.39137763,0.41481104
1535,0.3854676,0.38872498,0.40080395
1536,0.37551293,0.37647313,0.38107055
1537,0.4104742,0.39499322,0.39346755
1538,0.40973195,0.39901337,0.3974796
1539,0.39359444,0.3709575,0.38204253
1540,0.37421864,0.37318498,0.3817571
1541,0.39621413,0.3981246,0.39909464
1542,0.3826995,0.38468206,0.401311
1543,0.40831512,0.40844184,0.3847424
1544,0.37813237,0.38752973,0.39464605
1545,0.39581007,0.38663164,0.3696677
1546,0.39717194,0.39728048,0.38911653
1547,0.3792737,0.3794309,0.38889563
1548,0.38916397,0.38219413,0.38076648
1549,0.38701594,0.37806952,0.40288407
1550,0.3716786,0.36876428,0.38879275
1551,0.39215213,0.3844491,0.39900938
1552,0.39158928,0.38175282,0.38508728
1553,0.40310827,0.38597685,0.39131796
1554,0.38948736,0.39258,0.39080736
1555,0.3887712,0.3818839,0.38903484
1556,0.38580093,0.39979386,0.41284797
1557,0.39197376,0.39388397,0.38071126
1558,0.39645147,0.4009455,0.39584666
1559,0.40785006,0.38417095,0.39627025
1560,0.38851547,0.40179342,0.3982958
1561,0.37895593,0.38272494,0.3908483
1562,0.3797952,0.38665268,0.38093
1563,0.38701594,0.37806952,0.40288407
1564,0.3935908,0.4002753,0.3773687
1565,0.39066797,0.38588923,0.40026426
1566,0.3880157,0.40917206,0.40475333
1567,0.36919817,0.37886927,0.38751706
1568,0.37664014,0.37754193,0.38745725
1569,0.3822084,0.3831716,0.38871342
1570,0.36961526,0.37803528,0.38666034
