,last_hour_avg_sentiment,last_hour_pos_tweets
0,0.4616507705504441,0.4609053497942387
1,0.5708190511152341,0.6131386861313869
2,0.3978795320385386,0.38028169014084506
3,0.6948880234928765,0.75
4,0.5784747496822232,0.5864661654135338
5,0.6347758366530108,0.6046511627906976
6,0.579229147666601,0.5223880597014925
7,0.6801675673701387,0.7083333333333334
8,0.7393301224156048,0.7474402730375427
9,0.734631182076156,0.7387387387387387
10,0.6887162667225746,0.6885245901639344
11,0.5893895128093519,0.5746268656716418
12,0.7601444336400832,0.7562189054726368
13,0.5925746345207832,0.6037735849056604
14,0.6009111392788279,0.6061320754716981
15,0.6086213509004279,0.6060606060606061
16,0.5113031991294462,0.5180722891566265
17,0.5557840160923523,0.5666666666666667
18,0.8032909981924342,0.8120104438642297
19,0.8097240591665994,0.8173913043478261
20,0.6947280573065171,0.6908517350157729
21,0.4499796388500031,0.460093896713615
22,0.6760780028432883,0.6731182795698925
23,0.6639951044777054,0.6826666666666666
24,0.5651786326537959,0.5727002967359051
25,0.2885053935652701,0.2638888888888889
26,0.9254774362386813,0.9389110225763613
27,0.655820239260933,0.6618705035971223
28,0.6473737759253098,0.6468842729970327
29,0.5631642673407862,0.5555555555555556
30,0.43598964752053093,0.4298056155507559
31,0.3331864417041029,0.33444816053511706
32,0.6219150655776686,0.6321525885558583
33,0.7543984709746367,0.7795698924731183
34,0.7879240542908822,0.7666666666666667
35,0.5096188113176746,0.5
36,0.6161230686829001,0.5875
37,0.45307738553733723,0.416
38,0.6905296943993996,0.7058823529411765
39,0.4866422140593079,0.48635634028892455
40,0.2016877009984411,0.1743119266055046
41,0.8397264353967554,0.8451612903225807
42,0.999687135219574,1.0
43,0.7661877623887966,0.774869109947644
44,0.949201607311149,0.9538461538461539
45,0.7713955905490312,0.7794117647058824
46,0.8454033218957137,0.8489932885906041
47,0.5624689652541655,0.5165562913907285
48,0.6617164225450959,0.6695652173913044
49,0.2293867876215147,0.20625
50,0.3342339092107322,0.3333333333333333
51,0.4750917751657716,0.5
52,0.5546875580018934,0.4861111111111111
53,0.6314264146583068,0.6465256797583081
54,0.8020471451279476,0.8137065637065637
55,0.6798729300699251,0.6838709677419355
56,0.4091470039147695,0.3791390728476821
57,0.595604280975903,0.5989159891598916
58,0.6760696023740802,0.6866666666666666
59,0.3907321314875262,0.3870967741935484
60,0.6611878859586037,0.6363636363636364
61,0.48716748177545943,0.4409448818897638
62,0.8088952285853037,0.8165938864628821
63,0.5340786670943988,0.46938775510204084
64,0.5822219556131379,0.5587044534412956
65,0.7111557127376033,0.7164179104477612
66,0.35645706369057045,0.36082474226804123
67,0.5507051704782765,0.5681818181818182
68,0.7443198617559262,0.75
69,0.8285227905996627,0.841091492776886
70,0.7077545289373613,0.7432835820895523
71,0.38728831937337627,0.3466299862448418
72,0.5059933134333274,0.44047619047619047
73,0.9435912359934567,0.9487179487179487
74,0.34381579356602554,0.37142857142857144
75,0.6124908029685946,0.6194690265486725
76,0.7603594937666431,0.7468354430379747
77,0.760738197219767,0.768762677484787
78,0.8381008767240454,0.8419540229885057
79,0.4948398341024819,0.46875
80,0.7312706025593101,0.7446808510638298
81,0.9427670202171519,0.9489795918367347
82,0.7960024307808762,0.7953216374269005
83,0.6292309481427755,0.6296296296296297
84,0.686648902703349,0.7368421052631579
85,0.9273707003938937,0.9282115869017632
86,0.8461641096467323,0.8439490445859873
87,0.5580870929250837,0.5652173913043478
88,0.656643516357633,0.65625
89,0.6899188659883132,0.7104477611940299
90,0.708878546243943,0.7347670250896058
91,0.7915556168155629,0.8612244897959184
92,0.8582102991106199,0.861244019138756
93,0.8786235479002847,0.8887814313346228
94,0.76343347028058,0.7605633802816901
95,0.644953673051378,0.648075412411626
96,0.6563302572954139,0.6663419386264003
